,Gender,Age,Annual Income (k),Spending Score (1-100),Email,label
2097,1,19.0,1409.0,59.0,nthompson@hotmail.com,2
2192,1,29.0,890.0,88.0,strosin.kallie@yahoo.com,2
2253,1,32.0,1234.0,47.0,akihn@pfeffer.info,2
2294,1,65.0,1000.0,52.0,wbosco@yahoo.com,2
2309,1,23.0,1200.0,77.0,rahsaan89@hotmail.com,2
2337,1,44.0,1300.0,95.0,johan82@bogisich.com,2
2374,1,60.0,1111.0,66.0,dwhite@hotmail.com,2
2411,1,65.0,1112.0,52.0,legros.simone@yahoo.com,2
2414,1,19.0,900.0,46.0,cgorczany@quigley.biz,2
2434,1,32.0,890.0,73.0,vladimir22@hessel.org,2
2438,1,32.0,1000.0,87.0,corkery.camron@rowe.com,2
2481,1,50.0,900.0,45.0,vkirlin@gmail.com,2
2496,1,32.0,1234.0,47.0,rdouglas@cummerata.com,2
2535,1,65.0,1000.0,52.0,gustave.mccullough@gusikowski.com,2
2550,1,23.0,1200.0,77.0,akreiger@bins.com,2
2578,1,44.0,1300.0,95.0,ustroman@conn.biz,2
2631,1,31.0,1100.0,42.0,schinner.vivian@gmail.com,2
2643,1,19.0,1234.0,55.0,alan.dooley@pacocha.org,2
2644,1,67.0,1000.0,52.0,ines.douglas@gmail.com,2
2680,1,21.0,890.0,42.0,cleora.kuvalis@yahoo.com,2
2698,1,63.0,1200.0,43.0,betty.mccullough@herman.net,2
2703,1,38.0,1167.0,40.0,langworth.astrid@yahoo.com,2
2707,1,23.0,1234.0,77.0,ally.conn@west.com,2
2744,1,32.0,987.0,86.0,sydney71@hotmail.com,2
2751,1,34.0,1030.0,23.0,bpacocha@yahoo.com,2
2799,1,53.0,1200.0,46.0,schoen.kendall@hotmail.com,2
2808,1,19.0,1409.0,59.0,ansley39@toy.com,2
2836,1,47.0,900.0,47.0,norbert33@cummerata.com,2
2847,1,35.0,999.0,98.0,mellie40@skiles.com,2
2939,1,51.0,999.0,43.0,constantin45@quitzon.com,2
2957,1,32.0,908.0,93.0,lou.hane@buckridge.info,2
3042,1,67.0,1000.0,52.0,donavon18@yahoo.com,2
3078,1,21.0,890.0,42.0,grayson62@yahoo.com,2
3122,1,53.0,1200.0,46.0,karelle.farrell@little.com,2
3131,1,19.0,1409.0,59.0,lance.terry@gmail.com,2
3159,1,47.0,900.0,47.0,owhite@yahoo.com,2
3166,1,19.0,1200.0,66.0,gilberto.mayer@maggio.biz,2
3171,1,19.0,1000.0,73.0,nathan34@yahoo.com,2
3256,1,19.0,900.0,46.0,flossie.kuhlman@feest.com,2
3279,1,19.0,1000.0,87.0,ortiz.paxton@yahoo.com,2
3516,1,67.0,1000.0,52.0,kstreich@sanford.com,2
3552,1,21.0,890.0,42.0,reid45@sipes.net,2
3570,1,63.0,1200.0,43.0,tjohnston@leffler.org,2
3579,1,23.0,1234.0,77.0,pstreich@gmail.com,2
3623,1,34.0,1030.0,23.0,flatley.nigel@batz.info,2
3671,1,53.0,1200.0,46.0,simonis.cayla@gmail.com,2
3680,1,19.0,1409.0,59.0,rmorissette@durgan.com,2
3774,1,29.0,890.0,88.0,elinor90@krajcik.info,2
3835,1,32.0,1234.0,47.0,zkozey@hotmail.com,2
3876,1,65.0,1000.0,52.0,qschowalter@murray.net,2
3891,1,23.0,1200.0,77.0,queen54@gmail.com,2
3919,1,44.0,1300.0,95.0,hirthe.jasper@gmail.com,2
3956,1,60.0,1111.0,66.0,xhodkiewicz@konopelski.com,2
3993,1,65.0,1112.0,52.0,blick.marielle@gmail.com,2
3996,1,19.0,900.0,46.0,qoconner@gmail.com,2
4016,1,32.0,890.0,73.0,white.kirk@rippin.com,2
4020,1,32.0,1000.0,87.0,zackary04@lindgren.com,2
4063,1,50.0,900.0,45.0,mabel.jones@yahoo.com,2
4078,1,32.0,1234.0,47.0,erwin36@howell.com,2
4118,1,65.0,1000.0,52.0,markus.lubowitz@conn.org,2
4133,1,23.0,1200.0,77.0,hessel.lilly@leannon.com,2
4161,1,44.0,1300.0,95.0,twaters@price.info,2
4214,1,31.0,1100.0,42.0,max26@gmail.com,2
4226,1,19.0,1234.0,55.0,jerry48@west.com,2
4227,1,67.0,1000.0,52.0,tkeeling@greenfelder.net,2
4263,1,21.0,890.0,42.0,elinore57@hotmail.com,2
4281,1,63.0,1200.0,43.0,oliver86@welch.org,2
4286,1,38.0,1167.0,40.0,nienow.adan@franecki.com,2
4290,1,23.0,1234.0,77.0,wromaguera@considine.info,2
4327,1,32.0,987.0,86.0,oconnell.elta@rolfson.org,2
4334,1,34.0,1030.0,23.0,norris06@gottlieb.biz,2
4381,1,53.0,1200.0,46.0,brianne76@harvey.com,2
4390,1,19.0,1409.0,59.0,qwilderman@von.com,2
4418,1,47.0,900.0,47.0,mlindgren@moore.com,2
4429,1,35.0,999.0,98.0,qbernier@hotmail.com,2
4522,1,51.0,999.0,43.0,anne23@howell.com,2
4540,1,32.0,908.0,93.0,ottilie26@langworth.com,2
4625,1,67.0,1000.0,52.0,shanelle.greenfelder@gmail.com,2
4660,1,21.0,890.0,42.0,clare20@gmail.com,2
4704,1,53.0,1200.0,46.0,hkeebler@friesen.net,2
4713,1,19.0,1409.0,59.0,crooks.angelo@bechtelar.org,2
4741,1,47.0,900.0,47.0,zkling@yahoo.com,2
4748,1,19.0,1200.0,66.0,konopelski.germaine@schimmel.org,2
4753,1,19.0,1000.0,73.0,hellen.hamill@oreilly.com,2
4838,1,19.0,900.0,46.0,nortiz@jakubowski.com,2
4862,1,19.0,1000.0,87.0,maya72@hotmail.com,2
5100,1,67.0,1000.0,52.0,yessenia.gutmann@douglas.com,2
5136,1,21.0,890.0,42.0,orval.quigley@hansen.com,2
5154,1,63.0,1200.0,43.0,kgulgowski@gmail.com,2
5163,1,23.0,1234.0,77.0,brown.idella@mante.info,2
5207,1,34.0,1030.0,23.0,dorothea.harvey@willms.info,2
5254,1,53.0,1200.0,46.0,patience.wilkinson@yahoo.com,2
5263,1,19.0,1409.0,59.0,hhaley@gmail.com,2
5358,1,29.0,890.0,88.0,pagac.brielle@yahoo.com,2
5419,1,32.0,1234.0,47.0,wallace19@gulgowski.info,2
5460,1,65.0,1000.0,52.0,hreilly@hackett.net,2
5475,1,23.0,1200.0,77.0,margie.marks@considine.com,2
5503,1,44.0,1300.0,95.0,marcel.bradtke@lindgren.com,2
5540,1,60.0,1111.0,66.0,doyle42@marquardt.net,2
5577,1,65.0,1112.0,52.0,jabari42@yahoo.com,2
5580,1,19.0,900.0,46.0,kshlerin.manuela@hotmail.com,2
5600,1,32.0,890.0,73.0,alena.gerlach@yahoo.com,2
5604,1,32.0,1000.0,87.0,botsford.nico@gmail.com,2
5648,1,50.0,900.0,45.0,whegmann@gmail.com,2
5663,1,32.0,1234.0,47.0,kristofer.mcclure@stiedemann.org,2
5703,1,65.0,1000.0,52.0,devonte26@hotmail.com,2
5718,1,23.0,1200.0,77.0,nkris@mann.com,2
5746,1,44.0,1300.0,95.0,konopelski.mark@okeefe.biz,2
5798,1,31.0,1100.0,42.0,kaycee55@schiller.net,2
5810,1,19.0,1234.0,55.0,korey71@dubuque.net,2
5811,1,67.0,1000.0,52.0,bpfannerstill@kshlerin.net,2
5847,1,21.0,890.0,42.0,moore.reanna@hotmail.com,2
5865,1,63.0,1200.0,43.0,senger.aryanna@donnelly.com,2
5870,1,38.0,1167.0,40.0,egulgowski@hotmail.com,2
5874,1,23.0,1234.0,77.0,ymuller@leuschke.net,2
5911,1,32.0,987.0,86.0,ortiz.berneice@aufderhar.com,2
5918,1,34.0,1030.0,23.0,kassandra24@hintz.com,2
5966,1,53.0,1200.0,46.0,wstoltenberg@cole.com,2
5975,1,19.0,1409.0,59.0,kuhn.zaria@hotmail.com,2
6003,1,47.0,900.0,47.0,kaela09@hotmail.com,2
6014,1,35.0,999.0,98.0,virginie.white@gmail.com,2
6107,1,51.0,999.0,43.0,oberbrunner.adrienne@wilderman.org,2
6125,1,32.0,908.0,93.0,carlie20@gmail.com,2
6209,1,67.0,1000.0,52.0,eudora.schmitt@littel.com,2
6245,1,21.0,890.0,42.0,jayda75@gmail.com,2
6288,1,53.0,1200.0,46.0,adah.hoeger@abernathy.net,2
6297,1,19.0,1409.0,59.0,annalise79@gmail.com,2
6324,1,47.0,900.0,47.0,alta.wiza@yahoo.com,2
6331,1,19.0,1200.0,66.0,klockman@hotmail.com,2
6336,1,19.0,1000.0,73.0,gerhold.verna@moen.com,2
6421,1,19.0,900.0,46.0,virgil82@bednar.net,2
6445,1,19.0,1000.0,87.0,golson@mann.com,2
6682,1,67.0,1000.0,52.0,fadel.lila@sauer.com,2
6716,1,21.0,890.0,42.0,gerlach.greta@huel.com,2
6734,1,63.0,1200.0,43.0,goodwin.jasmin@breitenberg.info,2
6743,1,23.0,1234.0,77.0,eda.boyle@hotmail.com,2
6787,1,34.0,1030.0,23.0,uwehner@yahoo.com,2
6835,1,53.0,1200.0,46.0,goodwin.sheridan@yahoo.com,2
6844,1,19.0,1409.0,59.0,vada33@mohr.net,2
6938,1,29.0,890.0,88.0,jamel30@hotmail.com,2
6999,1,32.0,1234.0,47.0,hterry@yahoo.com,2
7039,1,65.0,1000.0,52.0,whauck@mayer.com,2
7054,1,23.0,1200.0,77.0,ajacobson@stroman.biz,2
7082,1,44.0,1300.0,95.0,kreiger.ena@gmail.com,2
7119,1,60.0,1111.0,66.0,walker.justen@gmail.com,2
7156,1,65.0,1112.0,52.0,alf61@labadie.com,2
7159,1,19.0,900.0,46.0,cremin.jeffery@yahoo.com,2
7179,1,32.0,890.0,73.0,krutherford@gmail.com,2
7183,1,32.0,1000.0,87.0,will.casey@ullrich.biz,2
7227,1,50.0,900.0,45.0,tyler68@yahoo.com,2
7242,1,32.0,1234.0,47.0,amir71@keebler.com,2
7282,1,65.0,1000.0,52.0,nora93@bogan.com,2
7297,1,23.0,1200.0,77.0,wayne93@bins.info,2
7324,1,44.0,1300.0,95.0,shayne.glover@hotmail.com,2
7376,1,31.0,1100.0,42.0,chauncey14@gmail.com,2
7388,1,19.0,1234.0,55.0,jamar.runolfsdottir@gmail.com,2
7389,1,67.0,1000.0,52.0,gparisian@rohan.com,2
7425,1,21.0,890.0,42.0,bergnaum.toy@hyatt.net,2
7443,1,63.0,1200.0,43.0,adam.gaylord@yahoo.com,2
7448,1,38.0,1167.0,40.0,tomasa56@pagac.info,2
7452,1,23.0,1234.0,77.0,stehr.anika@lakin.biz,2
7489,1,32.0,987.0,86.0,alexane.predovic@little.com,2
7496,1,34.0,1030.0,23.0,yvette.greenholt@kutch.com,2
7544,1,53.0,1200.0,46.0,candido89@reilly.com,2
7553,1,19.0,1409.0,59.0,mccullough.mason@gmail.com,2
7581,1,47.0,900.0,47.0,clesch@gmail.com,2
7592,1,35.0,999.0,98.0,jsimonis@gmail.com,2
7685,1,51.0,999.0,43.0,myrl.thompson@bahringer.com,2
7703,1,32.0,908.0,93.0,dschmitt@gmail.com,2
7788,1,67.0,1000.0,52.0,greenfelder.monte@witting.com,2
7824,1,21.0,890.0,42.0,lebert@tremblay.info,2
7868,1,53.0,1200.0,46.0,gfadel@gmail.com,2
7877,1,19.0,1409.0,59.0,leslie87@gmail.com,2
7905,1,47.0,900.0,47.0,bella86@hilpert.com,2
7912,1,19.0,1200.0,66.0,lockman.derek@gmail.com,2
7917,1,19.0,1000.0,73.0,uauer@gmail.com,2
8002,1,19.0,900.0,46.0,doconnell@sawayn.net,2
8026,1,19.0,1000.0,87.0,adams.randal@yahoo.com,2
8264,1,67.0,1000.0,52.0,maureen58@keebler.com,2
8300,1,21.0,890.0,42.0,green.karelle@bogan.com,2
8318,1,63.0,1200.0,43.0,murphy.dayana@gmail.com,2
8327,1,23.0,1234.0,77.0,finn29@nienow.com,2
8371,1,34.0,1030.0,23.0,alta00@heidenreich.com,2
8419,1,53.0,1200.0,46.0,everette14@hotmail.com,2
8428,1,19.0,1409.0,59.0,zjohns@mraz.org,2
8523,1,29.0,890.0,88.0,ypacocha@hotmail.com,2
8583,1,32.0,1234.0,47.0,cbreitenberg@hodkiewicz.com,2
8624,1,65.0,1000.0,52.0,murphy.roberta@stroman.com,2
8638,1,23.0,1200.0,77.0,dooley.emanuel@yahoo.com,2
8666,1,44.0,1300.0,95.0,margarete39@gmail.com,2
8703,1,60.0,1111.0,66.0,bnolan@barrows.info,2
8740,1,65.0,1112.0,52.0,anastacio04@berge.biz,2
8743,1,19.0,900.0,46.0,gkuvalis@gmail.com,2
8763,1,32.0,890.0,73.0,marge.sanford@yahoo.com,2
8767,1,32.0,1000.0,87.0,wilderman.lia@yahoo.com,2
8811,1,50.0,900.0,45.0,boyle.lacey@hotmail.com,2
8826,1,32.0,1234.0,47.0,wolson@yahoo.com,2
8866,1,65.0,1000.0,52.0,holden26@stoltenberg.com,2
8880,1,23.0,1200.0,77.0,pfannerstill.melany@gmail.com,2
8908,1,44.0,1300.0,95.0,rschumm@bailey.info,2
8961,1,31.0,1100.0,42.0,daniela.zboncak@hotmail.com,2
8973,1,19.0,1234.0,55.0,botsford.cordia@white.com,2
8974,1,67.0,1000.0,52.0,ojones@kemmer.com,2
9009,1,21.0,890.0,42.0,randy64@lueilwitz.com,2
9027,1,63.0,1200.0,43.0,lawson.tillman@pollich.com,2
9032,1,38.0,1167.0,40.0,hbalistreri@yahoo.com,2
9036,1,23.0,1234.0,77.0,harvey.chandler@yahoo.com,2
9072,1,32.0,987.0,86.0,wiley37@prohaska.com,2
9079,1,34.0,1030.0,23.0,lbruen@gmail.com,2
9127,1,53.0,1200.0,46.0,travis18@gmail.com,2
9136,1,19.0,1409.0,59.0,gottlieb.leola@gmail.com,2
9164,1,47.0,900.0,47.0,julia92@gmail.com,2
9175,1,35.0,999.0,98.0,fern94@hotmail.com,2
9268,1,51.0,999.0,43.0,euna.lehner@morar.net,2
9286,1,32.0,908.0,93.0,trisha.spinka@king.org,2
9371,1,67.0,1000.0,52.0,oullrich@harvey.net,2
9405,1,21.0,890.0,42.0,wokuneva@hotmail.com,2
9449,1,53.0,1200.0,46.0,savannah63@gmail.com,2
9458,1,19.0,1409.0,59.0,keshawn03@treutel.com,2
9486,1,47.0,900.0,47.0,precious.hintz@keebler.com,2
9493,1,19.0,1200.0,66.0,roel17@hotmail.com,2
9498,1,19.0,1000.0,73.0,jailyn73@yahoo.com,2
9583,1,19.0,900.0,46.0,dallin40@predovic.biz,2
9606,1,19.0,1000.0,87.0,mrussel@wuckert.org,2
9844,1,67.0,1000.0,52.0,brent38@hotmail.com,2
9880,1,21.0,890.0,42.0,lolita.turcotte@hegmann.com,2
9897,1,63.0,1200.0,43.0,frankie.goodwin@ankunding.com,2
9906,1,23.0,1234.0,77.0,isom56@hotmail.com,2
9950,1,34.0,1030.0,23.0,erdman.ada@hayes.org,2
9996,1,53.0,1200.0,46.0,cbuckridge@yahoo.com,2
10005,1,19.0,1409.0,59.0,tkessler@dicki.biz,2
10100,1,29.0,890.0,88.0,abernathy.hassan@yahoo.com,2
10161,1,32.0,1234.0,47.0,kristian.walker@hotmail.com,2
10202,1,65.0,1000.0,52.0,cedrick.maggio@hotmail.com,2
10217,1,23.0,1200.0,77.0,florence.schimmel@yahoo.com,2
10245,1,44.0,1300.0,95.0,ruth.koelpin@hotmail.com,2
10281,1,60.0,1111.0,66.0,jordy98@denesik.com,2
10318,1,65.0,1112.0,52.0,oframi@zboncak.com,2
10321,1,19.0,900.0,46.0,art99@yahoo.com,2
10341,1,32.0,890.0,73.0,wiza.ressie@gmail.com,2
10345,1,32.0,1000.0,87.0,joanie38@gmail.com,2
10389,1,50.0,900.0,45.0,mills.brandon@hotmail.com,2
10404,1,32.0,1234.0,47.0,anderson.emelia@yahoo.com,2
10444,1,65.0,1000.0,52.0,feeney.roxanne@kiehn.net,2
10459,1,23.0,1200.0,77.0,erika.mcclure@schowalter.org,2
10487,1,44.0,1300.0,95.0,funk.isabelle@witting.biz,2
10539,1,31.0,1100.0,42.0,wquitzon@gmail.com,2
10551,1,19.0,1234.0,55.0,schulist.francis@breitenberg.info,2
10552,1,67.0,1000.0,52.0,thackett@wolf.com,2
10588,1,21.0,890.0,42.0,sterling.dickinson@gmail.com,2
10606,1,63.0,1200.0,43.0,haleigh50@bednar.biz,2
10611,1,38.0,1167.0,40.0,cassin.elbert@yahoo.com,2
10615,1,23.0,1234.0,77.0,kulas.barney@hotmail.com,2
10652,1,32.0,987.0,86.0,pstracke@yahoo.com,2
10659,1,34.0,1030.0,23.0,ziemann.kylie@yahoo.com,2
10707,1,53.0,1200.0,46.0,wilford23@gmail.com,2
10716,1,19.0,1409.0,59.0,jena.schiller@yahoo.com,2
10744,1,47.0,900.0,47.0,kaelyn.king@gmail.com,2
10755,1,35.0,999.0,98.0,thea86@windler.biz,2
10848,1,51.0,999.0,43.0,arianna85@frami.net,2
10866,1,32.0,908.0,93.0,greenfelder.alyson@gmail.com,2
10951,1,67.0,1000.0,52.0,cohara@yahoo.com,2
10987,1,21.0,890.0,42.0,rylan.harber@gmail.com,2
11031,1,53.0,1200.0,46.0,von.jazmin@nicolas.com,2
11040,1,19.0,1409.0,59.0,jaskolski.makayla@gmail.com,2
11068,1,47.0,900.0,47.0,billy.boyle@dubuque.info,2
11075,1,19.0,1200.0,66.0,jaida.stehr@abbott.com,2
11080,1,19.0,1000.0,73.0,assunta12@yahoo.com,2
11164,1,19.0,900.0,46.0,mose.paucek@gmail.com,2
11188,1,19.0,1000.0,87.0,connie.hilpert@crist.com,2
11424,1,67.0,1000.0,52.0,phaley@hotmail.com,2
11460,1,21.0,890.0,42.0,eschroeder@olson.com,2
11478,1,63.0,1200.0,43.0,opal.mills@gmail.com,2
11486,1,23.0,1234.0,77.0,braxton45@gmail.com,2
11529,1,34.0,1030.0,23.0,vallie.heaney@yahoo.com,2
11577,1,53.0,1200.0,46.0,howe.vivianne@yahoo.com,2
11586,1,19.0,1409.0,59.0,gerhold.noemie@hettinger.net,2
11681,1,29.0,890.0,88.0,nedra.mueller@yahoo.com,2
11742,1,32.0,1234.0,47.0,barton.nienow@hotmail.com,2
11783,1,65.0,1000.0,52.0,wglover@yahoo.com,2
11798,1,23.0,1200.0,77.0,jonathon.halvorson@gmail.com,2
11826,1,44.0,1300.0,95.0,srutherford@yahoo.com,2
11863,1,60.0,1111.0,66.0,lsporer@hotmail.com,2
11899,1,65.0,1112.0,52.0,jeffery.halvorson@gmail.com,2
11902,1,19.0,900.0,46.0,kraig.kreiger@schuster.com,2
11922,1,32.0,890.0,73.0,remington.shields@hotmail.com,2
11926,1,32.0,1000.0,87.0,alvis.hegmann@rolfson.biz,2
11970,1,50.0,900.0,45.0,kzboncak@yahoo.com,2
11985,1,32.0,1234.0,47.0,pierce.damore@feest.com,2
12024,1,65.0,1000.0,52.0,jaime26@grant.com,2
12039,1,23.0,1200.0,77.0,hattie56@gmail.com,2
12066,1,44.0,1300.0,95.0,cjakubowski@zemlak.info,2
12119,1,31.0,1100.0,42.0,yarmstrong@yahoo.com,2
12131,1,19.0,1234.0,55.0,mlind@damore.org,2
12132,1,67.0,1000.0,52.0,una.orn@auer.com,2
12167,1,21.0,890.0,42.0,williamson.yadira@hotmail.com,2
12185,1,63.0,1200.0,43.0,abbey03@gmail.com,2
12190,1,38.0,1167.0,40.0,nstoltenberg@nicolas.com,2
12194,1,23.0,1234.0,77.0,xjacobs@turcotte.com,2
12231,1,32.0,987.0,86.0,igaylord@gmail.com,2
12238,1,34.0,1030.0,23.0,chelsea41@gmail.com,2
12286,1,53.0,1200.0,46.0,abbey.corwin@hartmann.com,2
12295,1,19.0,1409.0,59.0,mafalda.hoeger@gmail.com,2
12323,1,47.0,900.0,47.0,ehackett@gmail.com,2
12334,1,35.0,999.0,98.0,annamae.kertzmann@miller.com,2
12427,1,51.0,999.0,43.0,reichert.emmalee@mohr.com,2
12445,1,32.0,908.0,93.0,braulio.daugherty@jaskolski.biz,2
12530,1,67.0,1000.0,52.0,skyla68@bartoletti.com,2
12566,1,21.0,890.0,42.0,nicklaus19@yahoo.com,2
12609,1,53.0,1200.0,46.0,jones.brian@hotmail.com,2
12618,1,19.0,1409.0,59.0,blake.schamberger@hotmail.com,2
12646,1,47.0,900.0,47.0,kathryn.douglas@cronin.com,2
12653,1,19.0,1200.0,66.0,xthompson@yahoo.com,2
12658,1,19.0,1000.0,73.0,cstehr@gmail.com,2
12743,1,19.0,900.0,46.0,filomena70@buckridge.com,2
12767,1,19.0,1000.0,87.0,boyle.charlotte@hotmail.com,2
13003,1,67.0,1000.0,52.0,flueilwitz@gmail.com,2
13039,1,21.0,890.0,42.0,linda.flatley@yahoo.com,2
13056,1,63.0,1200.0,43.0,daren08@bradtke.org,2
13065,1,23.0,1234.0,77.0,jacobi.kayley@kutch.net,2
13109,1,34.0,1030.0,23.0,welch.broderick@yahoo.com,2
13157,1,53.0,1200.0,46.0,vrempel@lebsack.com,2
13166,1,19.0,1409.0,59.0,nadia34@yahoo.com,2
13261,1,29.0,890.0,88.0,schaefer.pierre@yahoo.com,2
13322,1,32.0,1234.0,47.0,lind.corine@runolfsdottir.biz,2
13363,1,65.0,1000.0,52.0,cronin.beverly@yahoo.com,2
13378,1,23.0,1200.0,77.0,shakira16@nitzsche.com,2
13406,1,44.0,1300.0,95.0,kulas.annetta@ankunding.biz,2
13442,1,60.0,1111.0,66.0,wheaney@yahoo.com,2
13478,1,65.0,1112.0,52.0,ccarter@hermiston.com,2
13481,1,19.0,900.0,46.0,dameon.vonrueden@yahoo.com,2
13501,1,32.0,890.0,73.0,wrohan@gmail.com,2
13505,1,32.0,1000.0,87.0,stamm.ray@gmail.com,2
13548,1,50.0,900.0,45.0,sandra16@gmail.com,2
13563,1,32.0,1234.0,47.0,antonia31@runte.info,2
13602,1,65.0,1000.0,52.0,gcormier@wisozk.com,2
13617,1,23.0,1200.0,77.0,adelle.pollich@balistreri.com,2
13645,1,44.0,1300.0,95.0,raphael29@wisozk.com,2
13698,1,31.0,1100.0,42.0,nboyle@orn.biz,2
13710,1,19.0,1234.0,55.0,zulauf.bertrand@rogahn.net,2
13711,1,67.0,1000.0,52.0,kari.wiza@pfeffer.com,2
13747,1,21.0,890.0,42.0,retha86@ortiz.info,2
13764,1,63.0,1200.0,43.0,dhills@hotmail.com,2
13769,1,38.0,1167.0,40.0,dan49@gmail.com,2
13773,1,23.0,1234.0,77.0,audra73@yahoo.com,2
13810,1,32.0,987.0,86.0,khomenick@yahoo.com,2
13817,1,34.0,1030.0,23.0,aroberts@christiansen.com,2
13865,1,53.0,1200.0,46.0,sonia.gaylord@quigley.biz,2
13874,1,19.0,1409.0,59.0,hank.hamill@hotmail.com,2
13902,1,47.0,900.0,47.0,pearline.lakin@yahoo.com,2
13913,1,35.0,999.0,98.0,kemmer.hilario@hotmail.com,2
14003,1,51.0,999.0,43.0,kuhic.leora@yahoo.com,2
14021,1,32.0,908.0,93.0,kaylah.collier@terry.net,2
14104,1,67.0,1000.0,52.0,hahn.holden@pfeffer.org,2
14139,1,21.0,890.0,42.0,aleen.keebler@gmail.com,2
14182,1,53.0,1200.0,46.0,geovany.weber@keeling.com,2
14217,1,47.0,900.0,47.0,zakary.bayer@stracke.com,2
14224,1,19.0,1200.0,66.0,harrison.blick@gmail.com,2
14229,1,19.0,1000.0,73.0,ookeefe@gmail.com,2
14313,1,19.0,900.0,46.0,cnitzsche@yahoo.com,2
14337,1,19.0,1000.0,87.0,okon.edgardo@hotmail.com,2
14574,1,67.0,1000.0,52.0,llang@hotmail.com,2
14610,1,21.0,890.0,42.0,kreiger.marty@dickinson.com,2
14628,1,63.0,1200.0,43.0,bo54@yahoo.com,2
14637,1,23.0,1234.0,77.0,vfranecki@gmail.com,2
14681,1,34.0,1030.0,23.0,catherine97@gmail.com,2
14728,1,53.0,1200.0,46.0,bins.leon@yahoo.com,2
14737,1,19.0,1409.0,59.0,lang.rogelio@kub.com,2
14831,1,29.0,890.0,88.0,tpaucek@gmail.com,2
14892,1,32.0,1234.0,47.0,taylor.macejkovic@gmail.com,2
14932,1,65.0,1000.0,52.0,creola00@gmail.com,2
