,Gender,Age,Annual Income (k),Spending Score (1-100),Email,label
126,1,19.0,81.0,93.0,cordelia.lemke@crist.com,0
127,1,19.0,85.0,26.0,lubowitz.caden@yahoo.com,0
128,1,19.0,85.0,75.0,izemlak@schaden.net,0
129,1,19.0,86.0,95.0,donato72@wilderman.com,0
130,1,19.0,87.0,27.0,daniel.kavon@yahoo.com,0
131,1,19.0,87.0,63.0,jdibbert@hotmail.com,0
132,1,19.0,87.0,75.0,rod.wilderman@denesik.biz,0
134,1,19.0,88.0,86.0,kirsten.herzog@hotmail.com,0
135,1,19.0,88.0,69.0,erick.rippin@mcdermott.com,0
136,1,19.0,93.0,90.0,lane43@gmail.com,0
137,1,19.0,97.0,32.0,zola20@cruickshank.com,0
138,1,19.0,97.0,86.0,fritsch.jarvis@yahoo.com,0
139,1,19.0,98.0,88.0,webster.koch@gmail.com,0
140,1,19.0,99.0,39.0,gleason.lonny@lindgren.org,0
142,1,19.0,101.0,24.0,torrance.green@hotmail.com,0
143,1,19.0,101.0,68.0,doris77@hotmail.com,0
144,1,19.0,103.0,85.0,vmccullough@yahoo.com,0
145,1,19.0,103.0,23.0,rodriguez.hanna@ryan.com,0
146,1,19.0,103.0,69.0,dicki.gwendolyn@parker.com,0
147,1,19.0,113.0,91.0,boconner@connelly.info,0
148,1,19.0,120.0,79.0,russel.breanne@koch.com,0
149,1,19.0,126.0,28.0,gerlach.foster@hotmail.com,0
150,1,19.0,126.0,74.0,trinity.paucek@schmitt.info,0
151,1,19.0,137.0,83.0,carolyn00@okuneva.com,0
152,1,19.0,45.0,77.0,heller.markus@gislason.com,0
153,1,19.0,44.0,94.0,maiya.mcglynn@gmail.com,0
154,1,19.0,55.0,77.0,becker.ezra@yahoo.com,0
155,1,19.0,21.0,35.0,strosin.everette@oreilly.com,0
156,1,19.0,34.0,66.0,icronin@blick.com,0
157,1,19.0,23.0,29.0,leuschke.raheem@harvey.com,0
158,1,19.0,23.0,98.0,walton68@hotmail.com,0
159,1,19.0,24.0,35.0,gabriella00@yahoo.com,0
160,1,19.0,24.0,73.0,etoy@gmail.com,0
161,1,19.0,25.0,73.0,lwisozk@hudson.com,0
162,1,19.0,28.0,82.0,lindgren.maximo@trantow.info,0
163,1,19.0,28.0,32.0,ygutkowski@hansen.com,0
164,1,19.0,28.0,61.0,ewintheiser@dubuque.biz,0
165,1,19.0,24.0,31.0,royal.lebsack@mccullough.com,0
166,1,19.0,29.0,87.0,mya97@hotmail.com,0
167,1,19.0,30.0,73.0,elwyn92@yahoo.com,0
168,1,19.0,123.0,92.0,sraynor@blanda.info,0
169,1,19.0,34.0,73.0,kari.predovic@hotmail.com,0
170,1,19.0,37.0,26.0,parker.altenwerth@anderson.com,0
171,1,19.0,23.0,75.0,enid.wiegand@boyle.com,0
172,1,19.0,38.0,35.0,kayla92@yahoo.com,0
173,1,19.0,38.0,92.0,clay53@pollich.com,0
174,1,19.0,39.0,36.0,jaylon15@reynolds.com,0
175,1,19.0,39.0,61.0,carmen.tillman@yahoo.com,0
176,1,19.0,33.0,28.0,jamir84@leffler.info,0
177,1,19.0,39.0,65.0,tcollier@crona.com,0
178,1,19.0,40.0,55.0,keon.bashirian@hotmail.com,0
179,1,19.0,40.0,47.0,okuhlman@hotmail.com,0
180,1,19.0,40.0,42.0,cjacobson@lubowitz.com,0
181,1,19.0,40.0,42.0,emetz@gmail.com,0
182,1,19.0,45.0,52.0,wanda.doyle@gmail.com,0
183,1,19.0,42.0,60.0,nkub@hotmail.com,0
184,1,19.0,43.0,54.0,bertram43@trantow.org,0
185,1,19.0,43.0,60.0,tatyana.mann@hotmail.com,0
186,1,19.0,43.0,45.0,aufderhar.zoie@tillman.net,0
187,1,19.0,61.0,41.0,shea.gerhold@ruecker.biz,0
188,1,19.0,44.0,50.0,ghaag@hotmail.com,0
189,1,19.0,44.0,46.0,noble.waters@keeling.com,0
190,1,19.0,46.0,51.0,jonathon.weber@hotmail.com,0
191,1,19.0,46.0,46.0,ortiz.tom@yahoo.com,0
192,1,19.0,46.0,56.0,karson31@gmail.com,0
193,1,19.0,46.0,55.0,aubree10@renner.info,0
194,1,19.0,47.0,52.0,eleazar.hilpert@hotmail.com,0
195,1,19.0,47.0,59.0,uyundt@barton.com,0
196,1,19.0,55.0,51.0,vonrueden.naomie@hotmail.com,0
197,1,19.0,48.0,59.0,kub.matilde@gmail.com,0
198,1,19.0,48.0,50.0,annamarie83@zboncak.com,0
199,1,19.0,48.0,48.0,tanner13@hotmail.com,0
200,1,19.0,48.0,59.0,madelyn94@blick.org,0
201,1,19.0,48.0,47.0,deja71@gorczany.com,0
202,1,19.0,49.0,55.0,fay.adrianna@hotmail.com,0
203,1,19.0,123.0,42.0,zulauf.stella@auer.org,0
204,1,19.0,50.0,49.0,daron35@vonrueden.com,0
205,1,19.0,50.0,56.0,graham.cristina@parisian.com,0
206,1,19.0,54.0,47.0,nader.alberto@gmail.com,0
207,1,19.0,54.0,54.0,kyra.pfeffer@yahoo.com,0
208,1,19.0,54.0,53.0,emmie89@hotmail.com,0
209,1,19.0,54.0,48.0,jenkins.adelbert@hotmail.com,0
210,1,19.0,54.0,52.0,dee41@hotmail.com,0
211,1,19.0,111.0,42.0,walter.melisa@macejkovic.net,0
212,1,19.0,54.0,51.0,shahn@yahoo.com,0
213,1,19.0,54.0,55.0,ford19@littel.biz,0
214,1,19.0,54.0,41.0,reece.durgan@schultz.com,0
215,1,19.0,54.0,44.0,rlang@yahoo.com,0
216,1,19.0,54.0,57.0,leopold.cummerata@mertz.com,0
217,1,19.0,54.0,46.0,buck.schiller@yahoo.com,0
218,1,19.0,222.0,58.0,luciano.schamberger@gmail.com,0
219,1,19.0,57.0,55.0,fredrick03@gmail.com,0
220,1,19.0,58.0,60.0,ernser.ignacio@haag.biz,0
221,1,19.0,58.0,46.0,randall.schimmel@hotmail.com,0
222,1,19.0,59.0,55.0,elizabeth.prosacco@towne.biz,0
223,1,19.0,59.0,41.0,rau.rocky@hotmail.com,0
224,1,19.0,60.0,49.0,collin.kunze@renner.com,0
225,1,19.0,60.0,40.0,chase.dickinson@bergnaum.org,0
226,1,19.0,60.0,42.0,constantin42@bergnaum.com,0
227,1,19.0,60.0,50.0,fgreenholt@wisozk.org,0
228,1,19.0,60.0,47.0,blick.anabel@gmail.com,0
229,1,19.0,60.0,50.0,logan83@hotmail.com,0
230,1,19.0,61.0,42.0,raegan.jacobs@hotmail.com,0
231,1,19.0,45.0,49.0,wisozk.arlene@hotmail.com,0
232,1,19.0,62.0,41.0,bernier.guiseppe@hotmail.com,0
233,1,19.0,62.0,48.0,cade.simonis@tillman.com,0
234,1,19.0,62.0,59.0,alexandrine.legros@murphy.biz,0
235,1,19.0,62.0,55.0,laverna.grady@friesen.com,0
236,1,19.0,62.0,56.0,block.vicenta@hotmail.com,0
237,1,19.0,62.0,42.0,jstroman@gmail.com,0
238,1,19.0,54.0,50.0,marvin.walter@eichmann.com,0
239,1,19.0,63.0,46.0,audreanne35@yahoo.com,0
240,1,19.0,63.0,43.0,fiona.wintheiser@gmail.com,0
241,1,19.0,63.0,48.0,karl82@hotmail.com,0
242,1,19.0,63.0,52.0,leola.bahringer@yahoo.com,0
243,1,19.0,63.0,54.0,awisoky@gorczany.net,0
244,1,19.0,64.0,42.0,nolan.isaiah@yahoo.com,0
245,1,19.0,64.0,46.0,vicente.miller@labadie.com,0
246,1,19.0,65.0,48.0,rose.trantow@gmail.com,0
247,1,19.0,65.0,50.0,lester.stracke@hotmail.com,0
248,1,19.0,65.0,43.0,mueller.pink@leuschke.info,0
249,1,19.0,65.0,59.0,bergnaum.abraham@schaden.com,0
250,1,19.0,67.0,43.0,zita.purdy@gmail.com,0
251,1,19.0,67.0,57.0,ezekiel.jenkins@hotmail.com,0
252,1,19.0,67.0,56.0,tbeahan@gmail.com,0
253,1,19.0,67.0,40.0,mschaefer@hotmail.com,0
254,1,19.0,44.0,58.0,kameron.weber@hotmail.com,0
255,1,19.0,69.0,91.0,orn.cedrick@conn.net,0
256,1,19.0,70.0,29.0,torphy.winifred@gmail.com,0
257,1,19.0,70.0,77.0,qlangworth@gmail.com,0
258,1,19.0,71.0,35.0,russel.lakin@hotmail.com,0
259,1,19.0,71.0,95.0,lang.aurelio@hilpert.com,0
260,1,19.0,71.0,75.0,schultz.nellie@tremblay.net,0
261,1,19.0,71.0,75.0,irwin.boyle@yahoo.com,0
262,1,19.0,72.0,34.0,vidal.bins@gmail.com,0
263,1,19.0,72.0,71.0,toney.abbott@homenick.org,0
264,1,19.0,73.0,88.0,josefa.gulgowski@yahoo.com,0
265,1,19.0,73.0,73.0,fbogan@bradtke.info,0
266,1,19.0,74.0,72.0,buddy.lebsack@yahoo.com,0
267,1,19.0,75.0,93.0,uhayes@yahoo.com,0
268,1,19.0,76.0,40.0,leola59@lakin.biz,0
269,1,19.0,76.0,87.0,farrell.otilia@cummings.org,0
270,1,19.0,77.0,97.0,nico83@rau.com,0
271,1,19.0,77.0,36.0,zachariah.feil@gmail.com,0
272,1,19.0,77.0,74.0,johan.gutmann@donnelly.net,0
273,1,19.0,78.0,22.0,zreichert@hotmail.com,0
274,1,19.0,230.0,90.0,king.ervin@grimes.com,0
275,1,19.0,78.0,88.0,ledner.marley@gmail.com,0
276,1,19.0,78.0,76.0,stone74@swift.biz,0
277,1,19.0,78.0,89.0,coby.kihn@yahoo.com,0
278,1,19.0,78.0,78.0,irwin.littel@gmail.com,0
279,1,19.0,78.0,73.0,kilback.aaliyah@yahoo.com,0
280,1,19.0,79.0,35.0,carter.abagail@hotmail.com,0
281,1,19.0,79.0,83.0,haag.sid@gmail.com,0
282,1,19.0,81.0,93.0,terrance.spinka@ruecker.com,0
283,1,19.0,85.0,26.0,wschulist@gleason.biz,0
284,1,19.0,85.0,75.0,legros.heber@stoltenberg.com,0
285,1,19.0,86.0,95.0,esperanza.renner@hotmail.com,0
286,1,19.0,87.0,27.0,kira05@dooley.com,0
287,1,19.0,87.0,63.0,beau18@hotmail.com,0
288,1,19.0,87.0,75.0,jabari41@yahoo.com,0
289,1,19.0,87.0,92.0,hpagac@yahoo.com,0
290,1,19.0,88.0,86.0,amalia.von@yahoo.com,0
291,1,19.0,88.0,69.0,vlind@gmail.com,0
292,1,19.0,93.0,90.0,estevan.turner@schmidt.com,0
293,1,19.0,97.0,32.0,bwintheiser@hotmail.com,0
294,1,19.0,97.0,86.0,hauck.alexa@yahoo.com,0
295,1,19.0,98.0,88.0,cgottlieb@botsford.com,0
296,1,19.0,99.0,39.0,schmeler.rubye@gmail.com,0
297,1,50.0,99.0,97.0,karli39@murazik.org,0
298,1,54.0,101.0,24.0,ernser.riley@hotmail.com,0
299,1,28.0,101.0,68.0,dcasper@harber.org,0
300,1,36.0,103.0,85.0,earnest71@brakus.com,0
301,1,34.0,103.0,23.0,seamus.huel@gmail.com,0
302,1,32.0,55.0,69.0,major.murazik@nikolaus.net,0
303,1,38.0,113.0,91.0,considine.nina@okon.net,0
304,1,23.0,120.0,79.0,dulce12@hotmail.com,0
305,1,45.0,126.0,28.0,margarete08@gmail.com,0
306,1,32.0,145.0,74.0,dickens.frederique@hotmail.com,0
307,1,59.0,137.0,83.0,zgreenfelder@hotmail.com,0
308,1,29.0,120.0,39.0,corn@kessler.com,0
309,1,31.0,130.0,40.0,idooley@mitchell.net,0
310,1,53.0,21.0,35.0,wintheiser.jerald@wintheiser.org,0
311,1,20.0,21.0,66.0,ledner.tod@yundt.biz,0
312,1,52.0,23.0,29.0,fahey.zetta@jast.org,0
313,1,35.0,23.0,98.0,bruen.lina@satterfield.com,0
314,1,31.0,24.0,35.0,estella.gutmann@hotmail.com,0
315,1,25.0,24.0,73.0,willis.abernathy@tremblay.org,0
316,1,31.0,25.0,73.0,shermann@hotmail.com,0
317,1,29.0,28.0,82.0,satterfield.jadon@ritchie.org,0
318,1,45.0,28.0,32.0,johnny.leannon@barton.net,0
319,1,35.0,28.0,50.0,desmond73@glover.com,0
320,1,40.0,29.0,31.0,aida90@yahoo.com,0
321,1,23.0,29.0,87.0,azulauf@hotmail.com,0
322,1,21.0,30.0,73.0,will.christine@yahoo.com,0
323,1,18.0,33.0,92.0,bcremin@gmail.com,0
324,1,21.0,33.0,81.0,domenic37@larkin.org,0
325,1,30.0,34.0,73.0,leuschke.timmy@gmail.com,0
326,1,36.0,37.0,26.0,jaeden21@schamberger.com,0
327,1,20.0,37.0,75.0,lila68@hotmail.com,0
328,1,65.0,38.0,35.0,tbailey@labadie.biz,0
329,1,24.0,38.0,92.0,lehner.marisa@yahoo.com,0
330,1,48.0,39.0,36.0,gparker@dooley.com,0
331,1,45.0,39.0,61.0,zsipes@yahoo.com,0
332,1,21.0,39.0,28.0,christophe20@haag.com,0
333,1,24.0,230.0,65.0,ressie.schaefer@gmail.com,0
334,1,50.0,40.0,55.0,bosco.elda@konopelski.com,0
335,1,27.0,40.0,47.0,hlowe@gmail.com,0
336,1,29.0,40.0,42.0,wiley31@effertz.info,0
337,1,31.0,40.0,42.0,scarroll@wintheiser.info,0
338,1,49.0,42.0,52.0,jadyn.gerlach@carroll.info,0
339,1,33.0,42.0,60.0,ephraim.lockman@yahoo.com,0
340,1,31.0,43.0,54.0,okon.vivien@gmail.com,0
341,1,59.0,43.0,60.0,brook87@beer.net,0
342,1,50.0,43.0,45.0,broderick.mueller@dicki.com,0
343,1,47.0,43.0,41.0,jstark@mitchell.com,0
344,1,32.0,44.0,50.0,von.jonathan@toy.com,0
346,1,56.0,46.0,51.0,josianne.harber@macejkovic.com,0
347,1,53.0,46.0,46.0,kub.tevin@hotmail.com,0
348,1,70.0,46.0,56.0,rippin.shania@gmail.com,0
349,1,19.0,46.0,55.0,gabriella.borer@metz.biz,0
351,1,19.0,47.0,59.0,ymcdermott@yahoo.com,0
352,1,63.0,48.0,51.0,jbins@gmail.com,0
353,1,18.0,48.0,59.0,mitchell.velma@huel.com,0
354,1,43.0,48.0,50.0,bins.lulu@yahoo.com,0
355,1,68.0,48.0,48.0,dorothy12@keebler.biz,0
356,1,19.0,34.0,59.0,josh94@morar.com,0
357,1,32.0,48.0,47.0,leonora.kerluke@yahoo.com,0
358,1,32.0,49.0,55.0,lang.kayleigh@reichert.net,0
359,1,47.0,49.0,42.0,flatley.santina@gmail.com,0
360,1,60.0,50.0,49.0,llubowitz@reichert.biz,0
361,1,60.0,50.0,56.0,stephania93@hoppe.com,0
362,1,59.0,54.0,47.0,kuphal.wyatt@cole.com,0
363,1,26.0,54.0,54.0,zbartell@nolan.com,0
364,1,67.0,54.0,53.0,carli75@feeney.com,0
366,1,23.0,54.0,52.0,klehner@gmail.com,0
367,1,49.0,54.0,42.0,gheller@feest.info,0
368,1,57.0,54.0,51.0,zachary78@yahoo.com,0
369,1,38.0,54.0,55.0,vhand@davis.com,0
370,1,67.0,54.0,41.0,alessandro29@gmail.com,0
371,1,46.0,54.0,44.0,eklein@kovacek.com,0
372,1,21.0,54.0,57.0,douglas.upton@corwin.net,0
373,1,48.0,54.0,46.0,torp.sydney@bahringer.com,0
375,1,22.0,57.0,55.0,irwin37@hotmail.com,0
376,1,34.0,58.0,60.0,awitting@yahoo.com,0
377,1,50.0,58.0,46.0,nlindgren@gmail.com,0
378,1,68.0,59.0,55.0,ashton04@koss.com,0
379,1,18.0,59.0,41.0,orunte@tillman.com,0
380,1,48.0,60.0,49.0,della.greenfelder@gmail.com,0
381,1,40.0,60.0,40.0,schultz.pasquale@johnson.com,0
382,1,32.0,60.0,42.0,mona.jerde@hauck.info,0
383,1,24.0,60.0,52.0,jraynor@gerhold.info,0
384,1,47.0,60.0,47.0,tlegros@hotmail.com,0
385,1,27.0,60.0,50.0,legros.maye@armstrong.net,0
387,1,20.0,61.0,49.0,streich.iva@yahoo.com,0
388,1,23.0,62.0,41.0,aliyah49@yahoo.com,0
389,1,49.0,62.0,48.0,grant88@cole.com,0
390,1,67.0,62.0,59.0,gfeest@kessler.biz,0
391,1,26.0,62.0,55.0,garland60@yahoo.com,0
392,1,49.0,62.0,56.0,glynch@dickens.com,0
393,1,21.0,62.0,42.0,bernhard.malcolm@yahoo.com,0
394,1,20.0,63.0,50.0,ledner.esperanza@walter.org,0
396,1,68.0,63.0,43.0,kathryne.kling@renner.org,0
397,1,66.0,63.0,48.0,grayce.abernathy@gmail.com,0
398,1,65.0,63.0,52.0,udooley@carroll.com,0
399,1,19.0,63.0,54.0,zgutmann@stanton.com,0
400,1,38.0,64.0,42.0,rwelch@lesch.biz,0
401,1,19.0,64.0,46.0,emmy46@gmail.com,0
402,1,18.0,65.0,48.0,cassin.dean@murphy.com,0
403,1,69.0,65.0,50.0,groob@kassulke.info,0
405,1,49.0,65.0,59.0,gerlach.kiley@kris.com,0
406,1,18.0,67.0,43.0,henriette.mraz@lockman.com,0
407,1,50.0,67.0,57.0,pbauch@gmail.com,0
408,1,27.0,67.0,56.0,javonte69@stiedemann.com,0
409,1,38.0,67.0,40.0,graham.quinton@bruen.biz,0
410,1,40.0,69.0,58.0,jacklyn.swaniawski@gmail.com,0
411,1,39.0,69.0,91.0,eugene.kautzer@gmail.com,0
412,1,32.0,70.0,29.0,ortiz.rosalyn@hotmail.com,0
414,1,43.0,71.0,35.0,smitham.walton@yahoo.com,0
415,1,40.0,71.0,95.0,nrempel@yahoo.com,0
416,1,56.0,71.0,75.0,joaquin57@doyle.info,0
417,1,39.0,71.0,75.0,kozey.barton@yahoo.com,0
418,1,25.0,72.0,34.0,consuelo27@hotmail.com,0
419,1,31.0,72.0,71.0,dmitchell@damore.com,0
420,1,29.0,73.0,88.0,tony13@yahoo.com,0
421,1,32.0,61.0,73.0,uglover@feeney.org,0
422,1,35.0,74.0,72.0,schmeler.betty@gmail.com,0
423,1,32.0,75.0,93.0,oboyle@hotmail.com,0
424,1,28.0,76.0,40.0,alexis27@gmail.com,0
425,1,32.0,76.0,87.0,fernando.kertzmann@yahoo.com,0
426,1,28.0,123.0,97.0,annabel.johns@hotmail.com,0
427,1,22.0,77.0,36.0,cschultz@windler.info,0
428,1,32.0,77.0,74.0,kaylie52@hotmail.com,0
429,1,34.0,78.0,22.0,aanderson@ferry.com,0
430,1,34.0,78.0,90.0,xbogan@gmail.com,0
431,1,39.0,78.0,88.0,leopold97@gutmann.org,0
432,1,38.0,78.0,76.0,sonya.pacocha@gmail.com,0
433,1,27.0,78.0,89.0,okonopelski@metz.biz,0
434,1,30.0,78.0,78.0,kwolff@gmail.com,0
435,1,30.0,78.0,73.0,bins.nedra@brown.biz,0
436,1,56.0,79.0,35.0,milford63@koss.com,0
437,1,29.0,79.0,83.0,lauriane13@hotmail.com,0
438,1,31.0,56.0,93.0,donavon.prosacco@wintheiser.org,0
439,1,50.0,85.0,26.0,onie.jacobs@berge.com,0
440,1,36.0,85.0,75.0,clemens.fadel@gmail.com,0
441,1,44.0,86.0,95.0,wilburn.padberg@yahoo.com,0
442,1,36.0,87.0,27.0,chloe.stehr@kassulke.org,0
444,1,28.0,87.0,75.0,buckridge.yvette@gmail.com,0
445,1,36.0,87.0,92.0,amaya.beahan@yahoo.com,0
446,1,30.0,88.0,86.0,lmann@gislason.com,0
447,1,27.0,88.0,69.0,fbartell@funk.com,0
448,1,35.0,93.0,90.0,wbednar@zulauf.com,0
449,1,37.0,97.0,32.0,christiansen.jeanette@wolff.com,0
450,1,32.0,97.0,86.0,rpadberg@wolf.biz,0
451,1,29.0,98.0,88.0,gislason.dianna@davis.org,0
452,1,41.0,99.0,39.0,maxime.kemmer@frami.com,0
453,1,50.0,99.0,97.0,lwunsch@yahoo.com,0
454,1,54.0,101.0,24.0,vstrosin@ferry.com,0
455,1,28.0,101.0,68.0,oberbrunner.rosario@ryan.biz,0
456,1,36.0,103.0,85.0,vswaniawski@keebler.biz,0
458,1,32.0,103.0,69.0,msteuber@yahoo.com,0
459,1,38.0,113.0,91.0,bella.miller@gmail.com,0
460,1,23.0,120.0,79.0,lindgren.candice@hotmail.com,0
461,1,45.0,126.0,28.0,gottlieb.emmie@gleichner.net,0
462,1,32.0,126.0,74.0,brady.johnson@witting.com,0
463,1,59.0,137.0,83.0,abbie.nader@hilpert.net,0
464,1,23.0,45.0,77.0,ruecker.jovan@lakin.com,0
465,1,23.0,44.0,94.0,ara.stamm@mante.com,0
